Vendedor Provincia;Vendedor Departamento;Producto;Variedad;Volumen (litros);Fecha;Precio;Forma de Pago
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL BLANCO                                        ;SAUVIGNON-OTRAS VAR.BLANCAS P/VINIFICAR- - OTRAS VAR.BLANCAS P/VINIFICAR  - ;67215;2022-09-20;125;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL BLANCO                                        ;SAUVIGNON-OTRAS VAR.BLANCAS P/VINIFICAR- - OTRAS VAR.BLANCAS P/VINIFICAR  - ;51535;2022-09-20;125;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL ROSADO                                        ;CRIOLLA CHICA-- -  - ;5000;2022-09-20;50;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;80000;2022-09-20;40;DIFERIDO                      
SALTA                         ;CAFAYATE                      ;VINO REGIONAL TINTO                                         ;-- -  - ;1850;2022-09-20;80;DIFERIDO                      
SALTA                         ;CAFAYATE                      ;VINO REGIONAL TINTO                                         ;-- -  - ;2700;2022-09-20;85;DIFERIDO                      
SAN JUAN                      ;ANGACO                        ;VINO TINTO                                                  ;-- -  - ;418;2022-09-20;85;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;6096;2022-09-20;175;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;113124;2022-09-20;87;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;3384;2022-09-20;145;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;51204;2022-09-20;185;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO TINTO                                                  ;-- -  - ;50000;2022-09-20;71,15;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;12000;2022-09-20;70;DIFERIDO                      
SAN JUAN                      ;CAPITAL                       ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;31000;2022-09-20;155;DIFERIDO                      
SAN JUAN                      ;ANGACO                        ;VINO TINTO                                                  ;-- -  - ;38014;2022-09-20;85;DIFERIDO                      
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;23087;2022-09-20;60;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO RESERVA VARIETAL BLANCO                                ;CHARDONNAY-- -  - ;5000;2022-09-20;100;CONTADO                       
SAN JUAN                      ;SANTA LUCIA                   ;VINO BLANCO                                                 ;-- -  - ;157315;2022-09-20;63;CONTADO                       
SAN JUAN                      ;CHIMBAS                       ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;325000;2022-09-19;55;CONTADO                       
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;50000;2022-09-19;85;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO RESERVA VARIETAL TINTO                                 ;CABERNET FRANC-- -  - ;1700;2022-09-19;28;CONTADO                       
SAN JUAN                      ;CAPITAL                       ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;90000;2022-09-19;155;DIFERIDO                      
SAN JUAN                      ;CAPITAL                       ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;169000;2022-09-19;155;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;22536;2022-09-19;145;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO VARIETAL TINTO                                         ;SYRAH  (SHIRAZ-SIRAH)-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;47000;2022-09-19;100;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO VARIETAL TINTO                                         ;ANCELLOTTA-OTRAS VAR.BLANCAS P/VINIFICAR- - OTRAS VAR.BLANCAS P/VINIFICAR  - ;139000;2022-09-19;170;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;8060;2022-09-19;50;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO VARIETAL TINTO                                         ;CABERNET SAUVIGNON-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;47000;2022-09-19;100;CONTADO                       
SALTA                         ;CAFAYATE                      ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;5040;2022-09-19;47,85;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;ARROPE DE UVA                                               ;-- -  - ;4400;2022-09-19;365;CONTADO                       
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;50000;2022-09-19;76;DIFERIDO                      
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;40000;2022-09-19;76;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;2217;2022-09-19;80;DIFERIDO                      
SALTA                         ;CAFAYATE                      ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;10080;2022-09-19;47,85;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;CABERNET FRANC-- -  - ;5000;2022-09-19;35;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO RESERVA VARIETAL TINTO                                 ;MALBEC-- -  - ;27540;2022-09-19;35;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;150000;2022-09-19;74,4;CONTADO                       
MENDOZA                       ;GUAYMALLEN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;623970;2022-09-19;40;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;28500;2022-09-19;35;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;5000;2022-09-19;80;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;20148;2022-09-19;63;DIFERIDO                      
MENDOZA                       ;SAN RAFAEL                    ;VINO VARIETAL TINTO                                         ;BONARDA-- -  - ;5720;2022-09-19;35;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL A CERTIFICAR TINTO                            ;CABERNET SAUVIGNON-- -  - ;6480;2022-09-19;70;DIFERIDO                      
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;11578;2022-09-19;55;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO BLANCO                                                 ;-- -  - ;250000;2022-09-19;85;DIFERIDO                      
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;18451;2022-09-19;55;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;77298;2022-09-19;45;DIFERIDO                      
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;60000;2022-09-19;55;CONTADO                       
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;7141;2022-09-19;55;CONTADO                       
SALTA                         ;CAFAYATE                      ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;8568;2022-09-19;47,85;DIFERIDO                      
SALTA                         ;CAFAYATE                      ;VINO GRAN RESERVA VARIETAL TINTO                            ;MALBEC-- -  - ;1512;2022-09-19;47,85;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;11844;2022-09-19;85;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;38208;2022-09-19;145;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;87912;2022-09-19;80;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;59454;2022-09-19;145;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;25000;2022-09-19;140;CONTADO                       
SAN JUAN                      ;CAPITAL                       ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;77417;2022-09-19;55;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;10398;2022-09-17;62;DIFERIDO                      
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;10797;2022-09-17;82;DIFERIDO                      
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;29340;2022-09-17;75;CONTADO                       
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;24281;2022-09-17;55;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;25000;2022-09-17;140;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO TINTO                                                  ;-- -  - ;38621;2022-09-16;87,74;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO TINTO                                                  ;-- -  - ;6179;2022-09-16;86,02;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO VARIETAL TINTO                                         ;TEMPRANILLO-OTRAS VAR. ROSADAS P/VINIFICAR-OTRAS VARIED TINTAS P/VINIF. - OTRAS VAR. ROSADAS P/VINIFICAR - OTRAS VARIED TINTAS P/VINIF.  ;154300;2022-09-16;90,1;CONTADO                       
SAN JUAN                      ;ANGACO                        ;VINO BLANCO                                                 ;-- -  - ;26760;2022-09-16;60;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO GRAN RESERVA VARIETAL TINTO                            ;BONARDA-- -  - ;2120;2022-09-16;60;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;122800;2022-09-16;55;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;53502;2022-09-16;60;CONTADO                       
SAN JUAN                      ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;500000;2022-09-16;92;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;6533;2022-09-16;90;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;12840;2022-09-16;70;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;4205;2022-09-16;50;CONTADO                       
MENDOZA                       ;JUNIN                         ;MOSTO CONCENTRADO BLANCO                                    ;-- -  - ;1000;2022-09-16;80;CONTADO                       
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;36259;2022-09-16;90;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;300000;2022-09-16;50;CONTADO                       
MENDOZA                       ;SAN RAFAEL                    ;VINO VARIETAL A CERTIFICAR TINTO                            ;MALBEC-- -  - ;3500;2022-09-16;120;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;22440;2022-09-16;115;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;12156;2022-09-16;95;DIFERIDO                      
MENDOZA                       ;TUNUYAN                       ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;105;2022-09-16;100;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;300000;2022-09-16;45;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;6192;2022-09-16;100;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL A CERTIFICAR TINTO                            ;BONARDA-- -  - ;48072;2022-09-16;97;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;100956;2022-09-16;90;DIFERIDO                      
MENDOZA                       ;GUAYMALLEN                    ;MOSTO CONCENTRADO BLANCO                                    ;-- -  - ;113;2022-09-16;330;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;6172;2022-09-16;50;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;8808;2022-09-16;175;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;2400;2022-09-16;108;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO VARIETAL A CERTIFICAR TINTO                            ;MERLOT-- -  - ;25344;2022-09-16;115;DIFERIDO                      
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;162000;2022-09-16;77;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO VARIETAL TINTO                                         ;CABERNET SAUVIGNON-- -  - ;12016;2022-09-16;80;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;13680;2022-09-16;45;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;37404;2022-09-16;45;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;60684;2022-09-16;45;DIFERIDO                      
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;30000;2022-09-16;55;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;88232;2022-09-16;45;DIFERIDO                      
SAN JUAN                      ;ALBARDON                      ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;22322;2022-09-16;55;CONTADO                       
SAN JUAN                      ;ANGACO                        ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;61336;2022-09-16;55;CONTADO                       
SAN JUAN                      ;CHIMBAS                       ;VINO BLANCO                                                 ;-- -  - ;30976;2022-09-15;60;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;5000;2022-09-15;50;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO ROSADO                                                 ;-- -  - ;8445;2022-09-15;5;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO ESPUMOSO/CHAMPAGNE EXTRA BRUT BLANCO                   ;-- -  - ;455;2022-09-15;98,45;CONTADO                       
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;85000;2022-09-15;40;DIFERIDO                      
MENDOZA                       ;SAN RAFAEL                    ;VINO BLANCO                                                 ;-- -  - ;17000;2022-09-15;40;DIFERIDO                      
MENDOZA                       ;MAIPU                         ;VINO VARIETAL TINTO                                         ;BONARDA-OTRAS VAR. ROSADAS P/VINIFICAR- - OTRAS VAR. ROSADAS P/VINIFICAR - ;44800;2022-09-15;90,1;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO VARIETAL TINTO                                         ;SYRAH  (SHIRAZ-SIRAH)-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;180000;2022-09-15;90,1;CONTADO                       
RIO NEGRO                     ;GENERAL ROCA                  ;VINO VARIETAL BLANCO                                        ;CHARDONNAY-PINOT NEGRO- - PINOT NEGRO                    - ;6000;2022-09-15;70;DIFERIDO                      
SAN JUAN                      ;ANGACO                        ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;219063;2022-09-15;55;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;11810;2022-09-15;100;DIFERIDO                      
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;2581;2022-09-15;120;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;17052;2022-09-15;63;DIFERIDO                      
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;16523;2022-09-15;120;CONTADO                       
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;31937;2022-09-15;120;CONTADO                       
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;41117;2022-09-15;120;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;185000;2022-09-15;70;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO TINTO                                                  ;-- -  - ;4417;2022-09-15;150;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO TINTO                                                  ;-- -  - ;5583;2022-09-15;150;CONTADO                       
MENDOZA                       ;GODOY CRUZ                    ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;18000;2022-09-15;125;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL TINTO                                         ;CABERNET SAUVIGNON-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;5542;2022-09-15;65;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;14200;2022-09-15;65;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;5450;2022-09-15;65;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL TINTO                                         ;SYRAH  (SHIRAZ-SIRAH)-- -  - ;24000;2022-09-15;47,5;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;18500;2022-09-15;110;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO TINTO                                                  ;-- -  - ;4000;2022-09-15;145;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL ROSADO                                        ;SYRAH  (SHIRAZ-SIRAH)-- -  - ;24000;2022-09-15;47,5;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;8376;2022-09-15;90;DIFERIDO                      
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;12000;2022-09-15;55;CONTADO                       
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;33566;2022-09-15;55;CONTADO                       
SAN JUAN                      ;ALBARDON                      ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;1601;2022-09-15;55;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;9756;2022-09-15;90;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;11304;2022-09-15;108;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;23000;2022-09-15;145;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;16896;2022-09-15;175;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO BLANCO                                                 ;-- -  - ;5000;2022-09-15;55;CONTADO                       
SAN JUAN                      ;CAPITAL                       ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;31591;2022-09-15;55;CONTADO                       
MENDOZA                       ;SAN CARLOS                    ;VINO TINTO                                                  ;-- -  - ;5808;2022-09-15;128;CONTADO                       
MENDOZA                       ;SAN CARLOS                    ;VINO VARIETAL A CERTIFICAR BLANCO                           ;TORRONTES RIOJANO-- -  - ;9307;2022-09-15;60;CONTADO                       
MENDOZA                       ;SAN CARLOS                    ;VINO BLANCO                                                 ;-- -  - ;8920;2022-09-15;65;CONTADO                       
MENDOZA                       ;SAN CARLOS                    ;VINO BLANCO                                                 ;-- -  - ;4580;2022-09-15;75;CONTADO                       
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;937;2022-09-15;55;CONTADO                       
MENDOZA                       ;SAN CARLOS                    ;VINO TINTO                                                  ;-- -  - ;5874;2022-09-15;125;CONTADO                       
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;18042;2022-09-15;76;DIFERIDO                      
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;28048;2022-09-15;76;DIFERIDO                      
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;30000;2022-09-15;76;DIFERIDO                      
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;25000;2022-09-15;76;DIFERIDO                      
MENDOZA                       ;TUNUYAN                       ;VINO TINTO                                                  ;-- -  - ;7925;2022-09-15;812,1;CONTADO                       
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;20000;2022-09-15;76;DIFERIDO                      
MENDOZA                       ;SANTA ROSA                    ;VINO TINTO                                                  ;-- -  - ;10440;2022-09-15;76;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;9561;2022-09-15;60;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;7608;2022-09-15;60;DIFERIDO                      
MENDOZA                       ;RIVADAVIA                     ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;25616;2022-09-15;60;DIFERIDO                      
MENDOZA                       ;MAIPU                         ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;315000;2022-09-15;150;DIFERIDO                      
SAN JUAN                      ;VEINTICINCO DE MAYO           ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;78870;2022-09-15;55;CONTADO                       
