Vendedor Provincia;Vendedor Departamento;Producto;Variedad;Volumen (litros);Fecha;Precio;Forma de Pago
MENDOZA                       ;JUNIN                         ;VINO BLANCO                                                 ;-- -  - ;28569;2022-06-30;45;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;7142;2022-06-30;45;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;100000;2022-06-30;112,54;DIFERIDO                      
MENDOZA                       ;MAIPU                         ;VINO TINTO                                                  ;-- -  - ;17343;2022-06-30;87,52;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO BLANCO                                                 ;-- -  - ;5844;2022-06-30;50,01;CONTADO                       
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;15000;2022-06-30;42;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO BLANCO                                                 ;-- -  - ;57800;2022-06-30;80;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL BLANCO                                        ;CHARDONNAY-OTRAS VAR.BLANCAS P/VINIFICAR- - OTRAS VAR.BLANCAS P/VINIFICAR  - ;30090;2022-06-30;140;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;113900;2022-06-30;87;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO BLANCO                                                 ;-- -  - ;74301;2022-06-30;61,2;DIFERIDO                      
NEUQUEN                       ;FALSO;VINO VARIETAL TINTO                                         ;VERDOT-- -  - ;5070;2022-06-30;41,16;DIFERIDO                      
NEUQUEN                       ;FALSO;VINO VARIETAL BLANCO                                        ;SAUVIGNON-- -  - ;2430;2022-06-30;25;DIFERIDO                      
NEUQUEN                       ;FALSO;VINO VARIETAL TINTO                                         ;PINOT NEGRO-- -  - ;35000;2022-06-30;20,9;DIFERIDO                      
SAN JUAN                      ;CHIMBAS                       ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;109461;2022-06-30;45,44;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO TINTO                                                  ;-- -  - ;28034;2022-06-30;25;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;100000;2022-06-30;50;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;25800;2022-06-30;50;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;100000;2022-06-30;50;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;15000;2022-06-30;85;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO VARIETAL TINTO                                         ;SYRAH  (SHIRAZ-SIRAH)-OTRAS VAR. ROSADAS P/VINIFICAR- - OTRAS VAR. ROSADAS P/VINIFICAR - ;232400;2022-06-30;87,62;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO VARIETAL TINTO                                         ;MERLOT-OTRAS VAR. ROSADAS P/VINIFICAR- - OTRAS VAR. ROSADAS P/VINIFICAR - ;181390;2022-06-30;93,84;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;2316;2022-06-30;70;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;MOSTO CONCENTRADO BLANCO                                    ;-- -  - ;600;2022-06-30;400;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;237054;2022-06-29;45;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL BLANCO                                        ;CHARDONNAY-- -  - ;68;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;160;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;135;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;3000;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL TINTO                                         ;SYRAH  (SHIRAZ-SIRAH)-- -  - ;45;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL ROSADO                                        ;PINOT NEGRO-- -  - ;1314;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO RESERVA VARIETAL TINTO                                 ;MALBEC-- -  - ;1100;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO RESERVA VARIETAL TINTO                                 ;MALBEC-- -  - ;23;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO TINTO                                                  ;-- -  - ;2959;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL A CERTIFICAR TINTO                            ;MALBEC-- -  - ;2804;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL A CERTIFICAR TINTO                            ;MALBEC-- -  - ;3714;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL A CERTIFICAR TINTO                            ;MALBEC-- -  - ;4105;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL A CERTIFICAR TINTO                            ;SYRAH  (SHIRAZ-SIRAH)-- -  - ;8967;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL A CERTIFICAR TINTO                            ;SYRAH  (SHIRAZ-SIRAH)-- -  - ;711;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL A CERTIFICAR BLANCO                           ;SAUVIGNON-- -  - ;771;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO TINTO                                                  ;-- -  - ;11833;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO BLANCO                                                 ;-- -  - ;1577;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL BLANCO                                        ;CHARDONNAY-OTRAS VAR.BLANCAS P/VINIFICAR- - OTRAS VAR.BLANCAS P/VINIFICAR  - ;1456;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL BLANCO                                        ;CHARDONNAY-- -  - ;700;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO RESERVA VARIETAL TINTO                                 ;MALBEC-- -  - ;2569;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO RESERVA VARIETAL TINTO                                 ;MALBEC-- -  - ;989;2022-06-29;150;DIFERIDO                      
SAN JUAN                      ;CAUCETE                       ;VINO VARIETAL ROSADO                                        ;PINOT NEGRO-- -  - ;1000;2022-06-29;150;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO BLANCO                                                 ;-- -  - ;300;2022-06-29;100;CONTADO                       
MENDOZA                       ;MAIPU                         ;MOSTO CONCENTRADO BLANCO                                    ;-- -  - ;1554;2022-06-29;310;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;MOSTO CONCENTRADO RECTIFICADO BLANCO                        ;-- -  - ;5000;2022-06-29;349,64;CONTADO                       
MENDOZA                       ;SAN CARLOS                    ;VINO TINTO                                                  ;-- -  - ;13267;2022-06-29;75;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;22950;2022-06-29;57;DIFERIDO                      
MENDOZA                       ;MAIPU                         ;VINO VARIETAL A CERTIFICAR TINTO                            ;MALBEC-- -  - ;1800;2022-06-29;50;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;200;2022-06-29;165;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO RESERVA VARIETAL TINTO                                 ;MALBEC-- -  - ;200;2022-06-29;165;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL TINTO                                         ;MALBEC-CABERNET SAUVIGNON-VERDOT - CABERNET SAUVIGNON             - VERDOT                        ;6000;2022-06-29;70;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;30000;2022-06-29;70;DIFERIDO                      
MENDOZA                       ;MAIPU                         ;VINO VARIETAL TINTO                                         ;CABERNET SAUVIGNON-- -  - ;4000;2022-06-29;50;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;12902;2022-06-29;50;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;8500;2022-06-29;50;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;38077;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;14905;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;3187;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;3633;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;1741;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;49456;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;30387;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;7443;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;30144;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;45769;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;79807;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;6528;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;74723;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;4877;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;21514;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;474;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;2125;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;8938;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;2198;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;76860;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;12805;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;2996;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;737;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;1254;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;6259;2022-06-29;59;CONTADO                       
SAN JUAN                      ;SANTA LUCIA                   ;MOSTO CONCENTRADO BLANCO                                    ;-- -  - ;189450;2022-06-29;203,46;DIFERIDO                      
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL BLANCO                                        ;SAUVIGNON-- -  - ;12525;2022-06-29;193;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO TINTO                                                  ;-- -  - ;56880;2022-06-29;65;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;1684755;2022-06-29;60;DIFERIDO                      
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;CABERNET FRANC-- -  - ;5000;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;6312;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;3641;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;22733;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;6994;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;8704;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;25073;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;1544;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;32538;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;25459;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;27776;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;7014;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;69887;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;16538;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;2600;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;2547;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;15475;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO TINTO                                                  ;-- -  - ;4871;2022-06-29;59;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;55984;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;13608;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;34492;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;8484;2022-06-29;45;CONTADO                       
MENDOZA                       ;SAN RAFAEL                    ;VINO TINTO                                                  ;-- -  - ;8000;2022-06-29;42;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;27484;2022-06-29;45;CONTADO                       
MENDOZA                       ;GENERAL ALVEAR                ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;6627;2022-06-29;45;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;25800;2022-06-29;50;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VAR. ROSADAS P/VINIFICAR- - OTRAS VAR. ROSADAS P/VINIFICAR - ;281400;2022-06-29;106,48;DIFERIDO                      
MENDOZA                       ;GENERAL ALVEAR                ;VINO BLANCO                                                 ;-- -  - ;26375;2022-06-29;45;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;20000;2022-06-29;60;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;70000;2022-06-29;60;CONTADO                       
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;10000;2022-06-29;60;CONTADO                       
SAN JUAN                      ;SANTA LUCIA                   ;MOSTO CONCENTRADO RECTIFICADO BLANCO                        ;-- -  - ;6240;2022-06-29;2,84;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO VARIETAL TINTO                                         ;CABERNET SAUVIGNON-OTRAS VAR. ROSADAS P/VINIFICAR- - OTRAS VAR. ROSADAS P/VINIFICAR - ;117460;2022-06-29;10,48;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;580000;2022-06-29;56,1;DIFERIDO                      
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL BLANCO                                        ;CHARDONNAY-- -  - ;270;2022-06-29;55;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL BLANCO                                        ;CHARDONNAY-- -  - ;630;2022-06-29;55;CONTADO                       
MENDOZA                       ;TUPUNGATO                     ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;9200;2022-06-29;180;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;MOSTO CONCENTRADO BLANCO                                    ;-- -  - ;22900;2022-06-28;221,7;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;1278;2022-06-28;58,03;CONTADO                       
MENDOZA                       ;RIVADAVIA                     ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;878;2022-06-28;57,61;DIFERIDO                      
MENDOZA                       ;TUNUYAN                       ;VINO VARIETAL BLANCO                                        ;TORRONTES RIOJANO-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;2521;2022-06-28;105,36;CONTADO                       
MENDOZA                       ;LAVALLE                       ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;485260;2022-06-28;45,97;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO VARIETAL TINTO                                         ;MALBEC-- -  - ;15651;2022-06-28;81,9;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;11219;2022-06-28;65;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;18000;2022-06-28;48;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;30000;2022-06-28;70;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO ROSADO                                                 ;-- -  - ;22000;2022-06-28;48;DIFERIDO                      
MENDOZA                       ;GUAYMALLEN                    ;VINO VARIETAL TINTO                                         ;MALBEC-OTRAS VARIED TINTAS P/VINIF.- - OTRAS VARIED TINTAS P/VINIF.   - ;180000;2022-06-28;150;CONTADO                       
SAN JUAN                      ;CAUCETE                       ;MOSTO CONCENTRADO RECTIFICADO BLANCO                        ;-- -  - ;1140;2022-06-28;1530;DIFERIDO                      
SAN JUAN                      ;SANTA LUCIA                   ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;400000;2022-06-28;62,91;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;194663;2022-06-28;45;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO VARIETAL TINTO                                         ;MERLOT-- -  - ;1200;2022-06-28;250;CONTADO                       
MENDOZA                       ;LUJAN DE CUYO                 ;VINO BLANCO                                                 ;-- -  - ;240;2022-06-28;80;CONTADO                       
MENDOZA                       ;MAIPU                         ;VINO TINTO                                                  ;-- -  - ;490180;2022-06-28;80;CONTADO                       
MENDOZA                       ;JUNIN                         ;MOSTO CONCENTRADO BLANCO                                    ;-- -  - ;400;2022-06-28;21;DIFERIDO                      
MENDOZA                       ;TUPUNGATO                     ;VINO TINTO                                                  ;-- -  - ;74828;2022-06-28;140;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;8000;2022-06-28;50;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;13664;2022-06-28;45;DIFERIDO                      
MENDOZA                       ;SAN MARTIN                    ;VINO TINTO                                                  ;-- -  - ;25000;2022-06-28;50;CONTADO                       
MENDOZA                       ;SAN MARTIN                    ;VINO BLANCO                                                 ;-- -  - ;15000;2022-06-28;40;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;12272;2022-06-28;45;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO TINTO                                                  ;-- -  - ;11440;2022-06-28;45;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;MOSTO SULFITADO BLANCO                                      ;-- -  - ;6313;2022-06-28;45;DIFERIDO                      
MENDOZA                       ;JUNIN                         ;VINO BLANCO                                                 ;-- -  - ;876;2022-06-28;45;DIFERIDO                      
